价格,网址,商品名称,裸机重量,厚度,屏幕尺寸,待机时长,商品产地,屏幕色域,系统,显存,内存,硬盘,显卡
10299.0,//item.jd.com/100010816688.html,VAIOVJS142C0811S,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,7-9小时,日本,其他,Windows 10,none,8G,512G SSD,集成显卡
9599.0,//item.jd.com/100004707536.html,ThinkPadT,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
10199.0,//item.jd.com/100010816652.html,VAIOVJS122C1111S,小于1KG,15.1mm—18.0mm,13英寸以下,9小时以上,日本,none,Windows 10,none,8G,256G SSD,集成显卡
10199.0,//item.jd.com/100010816650.html,VAIOVJS122C1211B,小于1KG,15.1mm—18.0mm,13英寸以下,9小时以上,日本,none,Windows 10,none,8G,256G SSD,集成显卡
9399.0,//item.jd.com/100011901528.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
4499.0,//item.jd.com/65666071016.html,ThinkPadThinkPad E495,none,18.1mm—20.0mm,none,9小时以上,none,none,Windows 10,none,none,none,none
2799.0,//item.jd.com/100004475310.html,联想D330,none,9.1mm-11mm,10.1英寸,none,中国大陆,none,windows,none,none,none,none
5799.0,//item.jd.com/47996048839.html,联想（Lenovo）V14,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,none,none,512G SSD+2T HDD,集成显卡
8999.0,//item.jd.com/100005741820.html,小米小米-游戏本,2.5kg以上,20.0mm—25.0mm,15.6英寸,5-7小时,中国大陆,72%NTSC,windows 10 Office,6G,16G,512G SSD,GTX1060
4799.0,//item.jd.com/52230413401.html,联想（Lenovo）联想扬天V330,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,8G,256G SSD+1T HDD,高性能游戏独立显卡
8988.0,//item.jd.com/100011195816.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
7599.0,//item.jd.com/100009641208.html,宏碁Concept-D,none,none,none,none,中国大陆,none,Windows 10,none,16G,512G SSD,GTX1650
3799.0,//item.jd.com/100002407770.html,华硕a豆13,1-1.5KG,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,none,4G,256G SSD,集成显卡
4099.0,//item.jd.com/50275028043.html,联想（Lenovo）联想扬天V320,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,8G,none,高性能游戏独立显卡
7399.0,//item.jd.com/100010409538.html,惠普Envy13,1-1.5KG,15.0mm及以下,13-13.9英寸,＞12小时,中国大陆,none,Windows 10,none,8G,none,集成显卡
8979.0,//item.jd.com/100004245204.html,AppleMacBook Pro,none,none,none,none,中国大陆,none,MAC,none,none,none,none
7998.0,//item.jd.com/100001105949.html,戴尔XPS3,1.5-2kg,none,none,none,中国大陆,none,Windows 10,none,8G,256G SSD,none
7499.0,//item.jd.com/100009542214.html,微星Alpha 15,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,4G,16G,512G SSD,AMD RX系列
6799.0,//item.jd.com/69117102522.html,ThinkPadE14,none,none,none,none,none,none,Windows 10,none,8G,256G SSD+1T HDD,其他
3599.0,//item.jd.com/100006513732.html,联想340C,1.5-2kg,18.1mm—20.0mm,none,5-7小时,中国大陆,none,Windows 10,none,8G,256G SSD,集成显卡
3599.0,//item.jd.com/100005638613.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,DOS/Linux,共享系统内存（集成）,none,none,集成显卡
6999.0,//item.jd.com/100006962589.html,联想昭阳K43c-80,2-2.5kg,20.0mm以上,none,小于5小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
6999.0,//item.jd.com/100011239316.html,ThinkPadE15,1.5-2kg,18.1mm—20.0mm,none,5-7小时,中国大陆,none,Windows 10,2GB,none,none,none
3499.0,//item.jd.com/100001961628.html,联想扬天V330,1.5-2kg,20.0mm以上,none,小于5小时,中国大陆,none,Windows 10,2GB,4G,none,入门级游戏独立显卡
8088.0,//item.jd.com/100000713259.html,微软Surface Pro 6,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
3799.0,//item.jd.com/100002609753.html,惠普HP200,1.5-2kg,18.1mm—20.0mm,none,9小时以上,中国大陆,none,Windows 10,2GB,4G,none,入门级游戏独立显卡
6699.0,//item.jd.com/69117102521.html,ThinkPadE14,none,none,none,none,none,none,Windows 10,none,8G,512G SSD,其他
8298.0,//item.jd.com/100007825862.html,戴尔套装,2-2.5kg,18.1mm—20.0mm,none,none,中国大陆,none,Windows 10,4GB,8G,512G SSD,入门级游戏独立显卡
6699.0,//item.jd.com/100005803677.html,惠普Envy13,1-1.5KG,15.0mm及以下,13-13.9英寸,＞12小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
6999.0,//item.jd.com/100005114578.html,联想拯救者,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 Office,4G,8G,none,GTX1650
3299.0,//item.jd.com/43955084305.html,联想（Lenovo）联想扬天V110,2-2.5kg,20.0mm以上,none,小于5小时,中国大陆,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
6499.0,//item.jd.com/56062258907.html,惠普（HP）cs3032TX/cs3037TX/cs3038TX/cs3040TX,1.5-2kg,15.1mm—18.0mm,none,9小时以上,none,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
6699.0,//item.jd.com/100006220597.html,ThinkPadT490,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,none,none,none
6399.0,//item.jd.com/100003406365.html,戴尔成就13,1-1.5KG,none,none,9小时以上,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
7099.0,//item.jd.com/100006358029.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,256G SSD+1T HDD,入门级游戏独立显卡
3199.0,//item.jd.com/100004481323.html,联想小新,1.5-2kg,18.1mm—20.0mm,none,none,中国大陆,none,Windows 10,none,none,none,none
6499.0,//item.jd.com/100011934276.html,华为MateBook D,1.5-2kg,none,none,none,中国大陆,none,Windows 10,none,16G,512G SSD,入门级游戏独立显卡
6299.0,//item.jd.com/100007539120.html,联想小新Air,1.5-2kg,15.1mm—18.0mm,none,7-9小时,中国大陆,none,Windows 10,none,12G,512G SSD,MX250
6499.0,//item.jd.com/54046328952.html,联想（Lenovo）YOGAC630,1-1.5KG,15.0mm及以下,none,＞12小时,中国大陆,none,其他,none,none,none,none
6299.0,//item.jd.com/100003687061.html,惠普战X 13 G2,1-1.5KG,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
6499.0,//item.jd.com/47370236651.html,联想（Lenovo）联想威6系列,1.5-2kg,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,2GB,8G,none,高性能游戏独立显卡
5399.0,//item.jd.com/55319014882.html,联想（Lenovo）联想扬天V14,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,小于5小时,none,none,none,2GB,16G,256G SSD+1T HDD,高性能游戏独立显卡
7716.0,//item.jd.com/100006738435.html,惠普HP EliteBook系列,none,none,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,none
3999.0,//item.jd.com/100009737848.html,惠普战66,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
9047.0,//item.jd.com/100009930688.html,戴尔G3,2-2.5kg,20.0mm—25.0mm,15.6英寸,9小时以上,中国大陆,none,windows 10 Office,6G,8G,512G SSD,GTX MaxQ
5199.0,//item.jd.com/100009737820.html,惠普战66,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,none,集成显卡
8357.0,//item.jd.com/100003179713.html,微软笔记本电脑+Office365套装,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
9999.0,//item.jd.com/100010666324.html,联想ThinkPad E490,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,其它,none,none,MX250
9599.0,//item.jd.com/100012094944.html,联想ThinkPad T470,1.5-2kg,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,其它,none,none,入门级游戏独立显卡
7501.0,//item.jd.com/100011213762.html,ThinkPadE590,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
16999.0,//item.jd.com/100006019315.html,惠普暗影精灵RTX,2-2.5kg,20.0mm—25.0mm,15.6英寸,5-7小时,中国大陆,72%NTSC,windows 10 Office,8G,16G,none,其他
7799.0,//item.jd.com/100011397226.html,联想拯救者Y7000,2-2.5kg,20.0mm—25.0mm,none,小于5小时,中国大陆,none,none,6G,none,none,none
6188.0,//item.jd.com/100012975056.html,DELL5590,none,none,none,none,中国大陆,none,Windows 10,none,8G,none,MX250
4999.0,//item.jd.com/46168818653.html,ThinkPadX280 ,1-1.5KG,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
19999.0,//item.jd.com/100005523244.html,微星P65新世代,1.5-2kg,15.1mm—18.0mm,15-15.9英寸,7-9小时,中国大陆,100% Adobe,Windows 10,none,none,none,高性能游戏独立显卡
5299.0,//item.jd.com/100010875994.html,联想昭阳K,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
5699.0,//item.jd.com/46243015891.html,ThinkPadX280 ,1-1.5KG,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
3701.0,//item.jd.com/100007206381.html,联想昭阳E4,none,none,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,其他
6900.0,//item.jd.com/100013209782.html,联想昭阳K43c-80,2-2.5kg,20.0mm以上,none,小于5小时,中国大陆,none,Windows 7,2GB,8G,128G SSD+1T HDD,入门级游戏独立显卡
14888.0,//item.jd.com/100011239448.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
13559.0,//item.jd.com/100011239356.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
10028.0,//item.jd.com/100011271074.html,微软Surface Laptop 3,none,none,none,none,中国大陆,none,Windows 10,none,8G,256G SSD,其他
8069.0,//item.jd.com/100011196590.html,ThinkPadE490,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
8751.0,//item.jd.com/100011196586.html,ThinkPadE490,none,none,none,none,中国大陆,none,其他,none,none,none,none
7386.0,//item.jd.com/100011976030.html,ThinkPadThinkPad E15,1.5-2kg,none,none,7-9小时,中国大陆,none,Windows 10,其它,8G,256G SSD+1T HDD,入门级游戏独立显卡
8012.0,//item.jd.com/100011196588.html,ThinkPadE490,none,none,none,none,中国大陆,none,其他,none,none,none,none
7159.0,//item.jd.com/100006587843.html,ThinkPadThinkPad E15,1.5-2kg,none,none,7-9小时,中国大陆,none,Windows 10,其它,8G,128G SSD+1T HDD,入门级游戏独立显卡
7331.0,//item.jd.com/100011196578.html,ThinkPadE490,none,none,none,none,中国大陆,none,其他,none,none,none,none
4599.0,//item.jd.com/100006706182.html,惠普战66,2-2.5kg,18.1mm—20.0mm,none,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
5599.0,//item.jd.com/100010782038.html,华硕Vivobook 系列,none,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,MX250
5799.0,//item.jd.com/49908426961.html,机械师（MACHENIKE）T58-VAF8,2-2.5kg,20.0mm—25.0mm,none,小于5小时,none,none,none,3G,8G,512G SSD,GTX1050
5999.0,//item.jd.com/52019274201.html,机械师（MACHENIKE）T58-VAF8,2-2.5kg,20.0mm—25.0mm,none,小于5小时,none,none,none,3G,8G,512G SSD,GTX1050
4899.0,//item.jd.com/100010938736.html,华为荣耀MagicBook,1.5-2kg,15.1mm—18.0mm,15-15.9英寸,7-9小时,中国大陆,none,Windows 10,2GB,8G,256G SSD,入门级游戏独立显卡
6699.0,//item.jd.com/67826014460.html,机械师（MACHENIKE）F117-V65T,none,none,none,none,none,none,Windows 10,none,8G,512G SSD,GTX1650Ti
11988.0,//item.jd.com/100011239450.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
8489.0,//item.jd.com/100011239400.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
4899.0,//item.jd.com/100012975048.html,DELL成就5000 5390,none,none,none,none,中国大陆,none,Windows 10,none,none,256G SSD,MX250
7458.0,//item.jd.com/100002715919.html,AppleMacBook Pro,none,none,none,none,中国大陆,none,MAC,none,none,none,none
9999.0,//item.jd.com/100007250507.html,联想小新Pro13,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,＞12小时,中国大陆,none,Windows 10,共享系统内存（集成）,16G,512G SSD,集成显卡
20499.0,//item.jd.com/100009410616.html,雷蛇灵刃15精英版,2-2.5kg,20.0mm以下,15.6英寸,5-7小时,中国大陆,100%sRGB,windows 10 不带Office,8G,16G,512G SSD,RTX MaxQ
5699.0,//item.jd.com/100009665492.html,惠普战66 Pro 14 G3,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,none,none,入门级游戏独立显卡
18999.0,//item.jd.com/100007256560.html,ROG枪神3 Plus ,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,中国大陆,none,windows 10 不带Office,8G,16G,none,RTX2070
7599.0,//item.jd.com/100007136941.html,惠普惠普ENVY13,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,MX350
16999.0,//item.jd.com/100006350483.html,ROG枪神3,2.5kg以上,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,8G,16G,none,RTX2070
4499.0,//item.jd.com/100007218425.html,联想小新Air14,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,＞12小时,中国大陆,none,Windows 10,共享系统内存（集成）,16G,512G SSD,其他
4599.0,//item.jd.com/100009596110.html,惠普星15,1.5-2kg,18.1mm—20.0mm,none,none,中国大陆,none,Windows 10,2GB,none,none,入门级游戏独立显卡
6099.0,//item.jd.com/100007927668.html,华硕Vivobook 系列,1.5-2kg,none,none,5-7小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
5299.0,//item.jd.com/100008220894.html,惠普星14,1-1.5KG,18.1mm—20.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,其他
14499.0,//item.jd.com/100006550671.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
5399.0,//item.jd.com/59192826030.html,ThinkPadE480,1.5-2kg,18.1mm—20.0mm,none,小于5小时,none,none,Windows 10,2GB,none,none,none
4899.0,//item.jd.com/47199929075.html,ThinkPadE480,1.5-2kg,18.1mm—20.0mm,none,小于5小时,none,none,Windows 10,none,none,none,none
4499.0,//item.jd.com/47199929072.html,ThinkPadE480,1.5-2kg,18.1mm—20.0mm,none,小于5小时,none,none,Windows 10,none,none,none,none
4899.0,//item.jd.com/47199929074.html,ThinkPadE480,1.5-2kg,18.1mm—20.0mm,none,小于5小时,none,none,Windows 10,none,none,none,none
4599.0,//item.jd.com/47199929073.html,ThinkPadE480,1.5-2kg,18.1mm—20.0mm,none,小于5小时,none,none,Windows 10,none,none,none,none
6699.0,//item.jd.com/54285549525.html,ThinkPadE480,1.5-2kg,18.1mm—20.0mm,none,小于5小时,none,none,Windows 10,2GB,none,none,none
8388.0,//item.jd.com/100011901536.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
6099.0,//item.jd.com/100007090295.html,lenovo昭阳K4,none,none,none,none,中国大陆,none,Windows 10,none,8G,none,none
7099.0,//item.jd.com/100006773599.html,雷神911Air星战,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,其他,4G,8G,none,GTX1650Ti
7299.0,//item.jd.com/100013066168.html,华硕飞行堡垒8,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,6G,8G,512G SSD,GTX1660Ti
7599.0,//item.jd.com/100013066172.html,华硕飞行堡垒8,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,6G,16G,512G SSD,GTX1660Ti
6799.0,//item.jd.com/100009737818.html,惠普HP EliteBook系列,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,＞12小时,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
7599.0,//item.jd.com/100013370608.html,ThinkPadThinkPad T490,none,15.1mm—18.0mm,13-13.9英寸,none,中国大陆,none,none,none,8G,512G SSD,MX250
13999.0,//item.jd.com/100005142824.html,联想拯救者,2.5kg以上,20.0mm—25.0mm,17.3英寸,5-7小时,中国大陆,none,none,6G,none,none,none
6899.0,//item.jd.com/65717147999.html,联想（Lenovo）YOGAS740,1-1.5KG,15.0mm及以下,none,＞12小时,中国大陆,none,Windows 10,2GB,16G,512G SSD,MX250
6999.0,//item.jd.com/66646683161.html,华硕（ASUS）ZENBOOK X,1-1.5KG,15.0mm及以下,none,7-9小时,none,none,Windows 10,共享系统内存（集成）,16G,512G SSD,none
6999.0,//item.jd.com/66646683160.html,华硕（ASUS）ZENBOOK X,1-1.5KG,15.0mm及以下,none,7-9小时,none,none,Windows 10,共享系统内存（集成）,16G,512G SSD,集成显卡
4799.0,//item.jd.com/44223448862.html,联想（Lenovo）联想扬天V330,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,2GB,4G,none,高性能游戏独立显卡
10299.0,//item.jd.com/100005755490.html,惠普暗影精灵RTX,2-2.5kg,20.0mm—25.0mm,15.6英寸,5-7小时,中国大陆,72%NTSC,windows 10 Office,6G,16G,512G SSD,RTX2060
5648.0,//item.jd.com/100007825888.html,戴尔套装,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
6299.0,//item.jd.com/48378592392.html,雷神（ThundeRobot） 雷神911GTS,1.5-2kg,20.0mm—25.0mm,none,小于5小时,中国大陆,none,none,4G,8G,512G SSD,GTX1650
3999.0,//item.jd.com/100005601466.html,华为荣耀MagicBook,1-1.5KG,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,none,none,none,集成显卡
12999.0,//item.jd.com/100010892480.html,惠普暗影精灵RTX,2-2.5kg,20.0mm—25.0mm,15.6英寸,5-7小时,中国大陆,72%NTSC,windows 10 Office,8G,16G,none,其他
9499.0,//item.jd.com/100006883164.html,机械师Machbook,1.5-2kg,20.0mm以下,15.6英寸,小于5小时,中国大陆,none,其他,6G,16G,512G SSD+1T HDD,GTX1660Ti
4999.0,//item.jd.com/100012975060.html,DELL5590,none,none,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,MX250
6198.0,//item.jd.com/100004508957.html,戴尔套装,none,none,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,none
6099.0,//item.jd.com/100006305255.html,联想拯救者Y7000,2-2.5kg,20.0mm—25.0mm,none,小于5小时,中国大陆,none,none,3G,none,none,none
6048.0,//item.jd.com/100007825890.html,戴尔套装,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
6988.0,//item.jd.com/100006198773.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
4898.0,//item.jd.com/100007832094.html,戴尔套装,1-1.5KG,18.1mm—20.0mm,none,none,中国大陆,none,Windows 10,共享系统内存（集成）,8G,256G SSD,集成显卡
12499.0,//item.jd.com/100011901530.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
7841.0,//item.jd.com/100012273726.html,惠普HP EliteBook系列,none,none,none,＞12小时,中国大陆,none,Windows 10,none,8G,512G SSD,none
13289.0,//item.jd.com/100011239350.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
9091.0,//item.jd.com/100012273748.html,惠普HP EliteBook系列,none,none,none,＞12小时,中国大陆,none,Windows 10,none,16G,512G SSD,none
9999.0,//item.jd.com/100013054376.html,惠普暗影精灵RTX,2.5kg以上,25.0mm以上,17.3英寸,5-7小时,中国大陆,100%sRGB,windows 10 Office,6G,16G,none,RTX2060
10499.0,//item.jd.com/100013054364.html,惠普暗影精灵RTX,2.5kg以上,25.0mm以上,17.3英寸,5-7小时,中国大陆,100%sRGB,windows 10 Office,8G,16G,none,RTX2070
16999.0,//item.jd.com/100013054368.html,惠普暗影精灵RTX,2.5kg以上,25.0mm以上,17.3英寸,5-7小时,中国大陆,100%sRGB,windows 10 Office,8G,16G,none,RTX Super
8499.0,//item.jd.com/100007151999.html,戴尔灵越7000,none,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,4GB,8G,512G SSD,入门级游戏独立显卡
5798.0,//item.jd.com/60992680372.html,联想（Lenovo）拯救者R7000,2-2.5kg,25.0mm以上,15.6英寸,7-9小时,中国大陆,none,windows 10 Office,4G,16G,512G SSD,其他
12499.0,//item.jd.com/100007130003.html,惠普暗影精灵RTX,2.5kg以上,25.0mm以上,17.3英寸,5-7小时,中国大陆,100%sRGB,windows 10 Office,8G,16G,none,RTX Super
8999.0,//item.jd.com/100004538426.html,华为MateBook X Pro,1-1.5KG,none,none,9小时以上,中国大陆,none,Windows 10,none,none,none,入门级游戏独立显卡
5699.0,//item.jd.com/100004751037.html,华为MateBook 14,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,其他,none,none,none,入门级游戏独立显卡
6999.0,//item.jd.com/100004598212.html,华为MateBook 14,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,none,none,none,入门级游戏独立显卡
9499.0,//item.jd.com/100004311500.html,ThinkPadX,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
23999.0,//item.jd.com/100004505167.html,松下CF-54,none,none,none,none,中国台湾,none,Windows 10,none,8G,256G SSD,none
3399.0,//item.jd.com/100011397210.html,联想340C,1.5-2kg,none,none,5-7小时,中国大陆,none,Windows 10,none,none,none,none
16019.0,//item.jd.com/100011239362.html,微软Surface Book 2,1.5-2kg,none,none,＞12小时,中国大陆,none,Windows 10,8GB,8G,256G SSD,其他
14888.0,//item.jd.com/100011239462.html,微软Surface Pro7,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
8637.0,//item.jd.com/100011196728.html,ThinkPadE590,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
6099.0,//item.jd.com/100007090409.html,DELL成就5000 5390,none,none,none,none,中国大陆,none,Windows 10,none,none,512G SSD,其他
4699.0,//item.jd.com/100007233381.html,ThinkPadE14,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
12999.0,//item.jd.com/7629588.html,AppleMacBook Pro,1-1.5KG,none,none,9小时以上,中国大陆,none,MAC,none,none,none,集成显卡
5199.0,//item.jd.com/100002717171.html,惠普HP 战系列,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
5699.0,//item.jd.com/100005744178.html,惠普战66Pro14G2,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
8865.0,//item.jd.com/100011196732.html,ThinkPadE590,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
7999.0,//item.jd.com/54331361555.html,ThinkPadT490s,1-1.5KG,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
9999.0,//item.jd.com/55727983329.html,ThinkPadT490s,1-1.5KG,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
6999.0,//item.jd.com/100006220595.html,ThinkPadT490,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,none,none,none
7999.0,//item.jd.com/100011239322.html,ThinkPadT490,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,2GB,none,none,none
3399.0,//item.jd.com/100007090297.html,lenovo联想昭阳E4-ARR,none,none,none,none,中国大陆,none,Windows 10,none,8G,256G SSD,其他
12999.0,//item.jd.com/100007818430.html,松下CF-SZ6,none,none,none,none,日本原装进口,none,Windows 10,none,none,none,none
12000.0,//item.jd.com/100013290334.html,兴茂天成E53-80,none,none,none,none,中国大陆,none,none,none,none,none,none
10199.0,//item.jd.com/100006220593.html,ThinkPadT490,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,2GB,none,none,none
5399.0,//item.jd.com/100011728920.html,惠普战66 Pro 14 G3,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,none,none,入门级游戏独立显卡
3299.0,//item.jd.com/100013315486.html,攀升VA131DSPI1,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,none,8G,512G SSD,其他
5799.0,//item.jd.com/100009772748.html,惠普HP 战系列,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,2GB,none,none,高性能游戏独立显卡
4899.0,//item.jd.com/100002845047.html,小新,1.5-2kg,15.1mm—18.0mm,none,9小时以上,中国大陆,none,Windows 10,none,8G,256G SSD,none
10598.0,//item.jd.com/100011324352.html,戴尔戴尔DELL游匣G3 ,2-2.5kg,20.0mm—25.0mm,15.6英寸,9小时以上,中国大陆,none,windows 10 Office,6G,16G,none,RTX2060
6999.0,//item.jd.com/100006300173.html,联想拯救者,2-2.5kg,20.0mm—25.0mm,none,小于5小时,中国大陆,none,none,4G,none,none,none
6957.0,//item.jd.com/100005172868.html,微软笔记本电脑+Office365套装,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
20692.0,//item.jd.com/100003019993.html,AppleMacBook Pro 13.3,none,none,none,none,中国大陆,none,MAC,none,none,none,none
13399.0,//item.jd.com/100011901516.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
8499.0,//item.jd.com/100011239416.html,ThinkPadThinkPad-T490s,1-1.5KG,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,none,none,none
6299.0,//item.jd.com/100011239428.html,ThinkPadS3,1.5-2kg,18.1mm—20.0mm,none,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,none,none,none
7299.0,//item.jd.com/100007090315.html,DELL灵越7490,none,none,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,MX250
